-0.3472222222222222,-0.3472222222222222,-0.3472222222222222,-0.3472222222222222,-0.3472222222222222,-0.3472222222222222,-0.2222222222222222,-0.2222222222222222,-0.2222222222222222,-0.2222222222222222,-0.2222222222222222,-0.2222222222222222,-0.2222222222222222,-0.2222222222222222,-0.2222222222222222,-0.2222222222222222,-0.2222222222222222,-0.20833333333333334,-0.20833333333333334,-0.20833333333333334,-0.20833333333333334,-0.20833333333333334,-0.20833333333333334,-0.20833333333333334,-0.20833333333333334
-0.5238095238095238,-0.39285714285714285,-0.38095238095238093,-0.38095238095238093,-0.34523809523809523,-0.32142857142857145,-0.38095238095238093,-0.34523809523809523,-0.38095238095238093,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.30952380952380953,-0.3333333333333333,-0.2708333333333333,-0.3333333333333333,-0.3333333333333333,-0.32142857142857145,-0.2857142857142857,-0.14285714285714285,-0.2857142857142857
-0.5357142857142857,-0.4880952380952381,-0.35714285714285715,-0.19047619047619047,-0.30952380952380953,-0.2976190476190476,-0.38095238095238093,-0.38095238095238093,-0.38095238095238093,-0.35714285714285715,-0.36904761904761907,-0.36904761904761907,-0.3333333333333333,-0.36904761904761907,-0.32142857142857145,-0.36904761904761907,-0.36904761904761907,-0.36904761904761907,-0.21428571428571427,-0.21428571428571427,-0.21428571428571427,-0.21428571428571427,-0.21428571428571427,-0.21428571428571427,-0.21428571428571427
-0.35714285714285715,-0.30952380952380953,-0.30952380952380953,-0.30952380952380953,-0.30952380952380953,-0.30952380952380953,-0.30952380952380953,-0.30952380952380953,-0.30952380952380953,-0.30952380952380953,-0.30952380952380953,-0.30952380952380953,-0.30952380952380953,-0.30952380952380953,-0.25,-0.2976190476190476,-0.2619047619047619,-0.2619047619047619,-0.2619047619047619,-0.2619047619047619,-0.2619047619047619,-0.2619047619047619,-0.2619047619047619,-0.2619047619047619,-0.2619047619047619
-0.5208333333333334,-0.5208333333333334,-0.4523809523809524,-0.30952380952380953,-0.2619047619047619,-0.3541666666666667,-0.19047619047619047,-0.19047619047619047,-0.1875,-0.19047619047619047,-0.19047619047619047,-0.19047619047619047,-0.19047619047619047,-0.19047619047619047,-0.19047619047619047,-0.19047619047619047,-0.19047619047619047,-0.19047619047619047,-0.19047619047619047,-0.19047619047619047,-0.19047619047619047,-0.19047619047619047,-0.19047619047619047,-0.19047619047619047,-0.19047619047619047
-0.3611111111111111,-0.32142857142857145,-0.32142857142857145,-0.3194444444444444,-0.3333333333333333,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.21875,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.23809523809523808,-0.25,-0.25
-0.2361111111111111,-0.2361111111111111,-0.027777777777777776,-0.027777777777777776,-0.027777777777777776,-0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555
-0.30952380952380953,-0.27380952380952384,-0.17857142857142858,-0.1527777777777778,-0.03571428571428571,-0.125,-0.10714285714285714,-0.10714285714285714,-0.10714285714285714,-0.011904761904761904,-0.03571428571428571,-0.011904761904761904,-0.011904761904761904,-0.011904761904761904,-0.011904761904761904,-0.011904761904761904,-0.011904761904761904,-0.011904761904761904,-0.011904761904761904,-0.011904761904761904,0.023809523809523808,0.05952380952380952,0.023809523809523808,0.023809523809523808,0.023809523809523808
-0.21666666666666667,-0.2222222222222222,-0.25,-0.23809523809523808,-0.25,-0.20833333333333334,-0.18055555555555555,-0.20833333333333334,-0.20833333333333334,-0.1527777777777778,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.013888888888888888,-0.013888888888888888
-0.375,-0.35714285714285715,-0.3055555555555556,-0.3055555555555556,-0.20238095238095238,-0.3055555555555556,-0.3055555555555556,-0.2857142857142857,-0.3055555555555556,-0.3055555555555556,-0.3055555555555556,-0.3055555555555556,-0.3055555555555556,-0.3055555555555556,-0.3055555555555556,-0.3055555555555556,-0.2619047619047619,-0.3055555555555556,-0.2638888888888889,-0.3055555555555556,-0.3055555555555556,-0.3055555555555556,-0.3055555555555556,-0.3055555555555556,-0.3055555555555556
